danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,artist_name,lyrics,emotions_top3,metric_depression,metric_anxiety,metric_ocd,metric_insomnia
0.9,0.725,5,-6.213,0,0.135,0.179,0.00101,0.0791,0.791,100.015,audio_features,0f0SbtoKGe41cX5LzlnX6X,spotify:track:0f0SbtoKGe41cX5LzlnX6X,https://api.spotify.com/v1/tracks/0f0SbtoKGe41cX5LzlnX6X,https://api.spotify.com/v1/audio-analysis/0f0SbtoKGe41cX5LzlnX6X,157262,4,K pop,Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,"Yeah yeah
Buzzing sound
wing

Baby I just wanted to be
Wanted to be hot stuff
maeil party like the weekend
mul mannan deushi bollyumeul higher

haru kkeut feed is a disaster
jantteuk pilteo sshiun jinanbami neomchyeo
sungan saeeo naon hansum
I know that I can’t be a rockstar

du gwireul magabwado
meong deo keojin
teong bin sori
meongmeokhaji

eohang soge jamgin deushi
meong imyeongi
teok chaoji
gongheohan soeum soge
Feel so lonely

Rockstare byeol ppae
Just a rock, okay?
kkumeul kkweosseonne
mweotto moreun chae

shikkeureoweotteon saebyeok
geu kkeuteneun gongheo
gwitgareul chaeun tinnitus
jamgin deuthae meongmeok

Yeah I want it, want it, want it
Want it, want it, want it yeah
geujeo nan lonely, lonely, lonely, lonely yeah
geunyang dolmengi

naneun eopseo geureon talent, gipeun sayeon
injeong I’m not a ‘born to be’
naega bwado teukbyeolhan mweongan anya

banjjagideon dreameun
kkakkyeo nagan ji orae
Wasting every second
nan dolmengina dwellae

patiga kkeunnan humyeon
meong deo keojin
teong bin sori
meongmeokhan gwi

eohang soge jamgin deushi
meong imyeongi
teok chaoji
gongheohan soeum soge
Feel so lonely

Wanna live gassaeng
But I’m bit natae
mweolkka nae jonjae
Give me an answer

dolmengido nan mweo
joeun geot gata
geujeo gulleoganeun ge
namane rock ‘n’ roll

Yeah I want it, want it, want it
Want it, want it, want it yeah
geujeo nan rollin’, rollin’, rollin’, rollin’ yeah
geunyang dolmengi

Want it, want it, want it, want it, want it yeah
geujeo nan rollin’, rollin’, rollin’, rollin’ yeah
geunyang dolmengi","lonely, desperate, frustrated",1,1,0,1
0.442,0.748,11,-4.718,0,0.0895,0.0272,0.000128,0.0642,0.408,99.981,audio_features,0ra3bPUOj2YnY4FJHXtgHZ,spotify:track:0ra3bPUOj2YnY4FJHXtgHZ,https://api.spotify.com/v1/tracks/0ra3bPUOj2YnY4FJHXtgHZ,https://api.spotify.com/v1/audio-analysis/0ra3bPUOj2YnY4FJHXtgHZ,165135,4,K pop,BIBI Vengeance,BIBI,"Tell them to come in
Why are your eyes cast down
I’ll keep it a secret
Your corruption and sin
Reveal everything
Coveting my place
I’ll turn a blind eye
Your nature and brain
The crown that’s completed by breaking off
The dancing rose is mine
A castle with thorns so that they can never come near

Watch me dance
Watch me sing
I’ll let you go up to here
Run away quickly
Watch me dance
Watch me sing
Don’t ever get caught again
You’ll thеn see
The bad bitch

Bad bitch, just a real bad bitch
Bad bitch, just a real bad bitch
Bad bitch, just a rеal bad bitch
Don’t ever get caught again
You’ll then see
The crazy bitch

I got mercy I got grace
Desperado with the scales
Throw a rose on your body
Mask of Zorro, I’m so wanted
Grab me and break me off
Wet the wounded hand
Look scared
I’ll embrace you and take care of you
I’ll wash you with alcohol and forgive your sins

Watch me dance
Watch me sing
I’ll let you go
Run away quickly
Watch me dance
Watch me sing
Don’t ever get caught again
You’ll then see
The bad bitch

Bad bitch, just a real bad bitch
Bad bitch, just a real bad bitch
Bad bitch, just a real bad bitch
Don’t ever get caught again
You’ll then see
The crazy bitch

It doesn’t matter what you did, what you say what you regret
I forgave you for breaking me down and treading on me
Too bad you lost your last chance
I’ve been waiting and anticipating, to be a bad bitch

Bad bitch, just a real bad bitch
Bad bitch, just a real bad bitch
Bad bitch, just a real bad bitch
Don’t ever get caught again
You’ll then see
The crazy bitch","angry, empowered, vengeful",0,1,0,0
0.65,0.964,1,-1.329,1,0.0348,0.0538,0.0,0.245,0.836,120.008,audio_features,27bIik73QCu8Xzt3xpG1bI,spotify:track:27bIik73QCu8Xzt3xpG1bI,https://api.spotify.com/v1/tracks/27bIik73QCu8Xzt3xpG1bI,https://api.spotify.com/v1/audio-analysis/27bIik73QCu8Xzt3xpG1bI,217067,4,K pop,Candy,NCT DREAM,"Candy

Sashileun oneul neowaye
Mannameul jeongnihago shipeo
Neol mannal geoya ireon nal ihaehae
Eoryeopge mam jeonghan geola
Nege malhal geojiman
Sashil oneul achime
Geunyang na saenggakhan geoya

Haessarae ireona boni
Neomuna nunbusheo
Modeun ge da byeonhan geoya
Neol hyanghan maeumdo
Geureohjiman neol sarang anneun ge anya
Ijeneun nareul byeonhwashigil tenikka

Neo mollae mollae mollae
Dareun yeojadeulgwa bigyo bigyohaetji
Jakkuman kkaeeojineun hwansang soge
Honjaseo ulgo inneun
Cholahage gachyeobeorin nareul boasseo
Neol tteonal geoya uh
Neol tteonal geoya uh
Hajiman ajikkkaji saranghaneun geol
Geurae geureohjiman nae mamsoge
Neoreul ijeogal geoya

Meori wiro bichin
Nae haneul baradabomyeo
Neol hyanghan maeumeul ijeneun gudhyeotjiman
Wenilinji nege deo dagagalsurok
Urin gateun haneul arae seo isseotji

Danji neol saranghae ireoke malhaetji
Ijekkeot junbihaetteon
Maneun mareul dwirohan chae
Eonjena ni yeope isseulge
Ireoke yaksogeul hagesseo
Jeo haneureul baradabomyeo

Naege haneuri yeollyeoisseo
Geuraegeurae neoneun nae ape seo itgo
Geurae dareun yeonindeureun kiseureul hae
Hajiman hangsang naneun
Neoye dwie isseoyaman hae
Ije geumanae nado namjande
Nae maeum neodo algo inneun geol ara
Geurae ije nado jichyeoseo
Haneulman barabol subakke

Naege haneuri yeollyeoisseo
Geuraegeurae neoneun nae ape seo itgo
Geurae dareun yeonindeureun kiseureul hae
Wae nan neoye dwie isseoya halkka

Haessarae ireona boni
Neomuna nunbusheo
Modeun ge da byeonhan geoya
Neol hyanghan maeumdo
Geureohjiman neol sarang anneun ge anya
Ijeneun nareul byeonhwashigil tenikka

Meori wiro bichin
Nae haneul baradabomyeo
Neol hyanghan maeumeul ijeneun gudhyeotjiman
Wenilinji nege deo dagagalsurok
Urin gateun haneul arae seo isseotji

Danji neol saranghae ireoke malhaetji
Ijekkeot junbihaetteon
Maneun mareul dwirohan chae
Eonjena ni yeope isseulge
Ireoke yaksogeul hagesseo
Jeo haneureul barabomyeo

Han beon deo han beon deo malhaetji
Ijekkeot junbihaetteon
Maneun mareul dwirohan chae
(Junbihaetteon maneun mareul dwirohan chae
Dashi neol saranghandago haetji)
Eonjena ni yeope isseulge
Dashin neo honja anya
Neoye gyeoten naega itjana","Longing, Confusion, Resignation",0,0,0,0
0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,audio_features,7GARzfC1mwhDuk4t9WOACq,spotify:track:7GARzfC1mwhDuk4t9WOACq,https://api.spotify.com/v1/tracks/7GARzfC1mwhDuk4t9WOACq,https://api.spotify.com/v1/audio-analysis/7GARzfC1mwhDuk4t9WOACq,180022,4,K pop,MORE,j-hope,"[Romanized:]

Yeah, I'm thirsty
Pillyohae biteu wi surfin'
Nan mul mannan mulgogi
Soak up the music
Eenie, meenie, miney, moe (Meenie, miney, moe)
Chumchuneun agi flow
Keep my passion, I gotta go
I'm still (Not enough)
11nyeonjjae dokak jung
Nae hyeonggwang mitjureun baeumui mihakppun
Kkeuchi eomneun hakseup
Budichigo neomeojimyeo naoneun jakpum
I wichieseodo make it move
Make it mine, make it right
Tto nugungaui favorite song, ha
Geuge naui salui ban, salui iyu, salui nak
Wondongnyeogeuro carry on (Skrrt!)

Bring it all
I'm doing it all

Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more
Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more

Gwie kick snare, deullim hit that
Momi swil sae eopsi jikaeng, make my mixtape
Pideubaek wado get back
Mwodeun dalge meongneun KitKat naegen sweet hae (Appreciate)
Sangho gwangye, cham yuikae
Gireum juipae jumyeon drive hae tto nan beate
Dadeul juuihae, na bujuuihae
Yesuri baein meotjin geurime chwihae, gyesok Dali deuridae
Wonhae stadium with my fans ajikkkajido
Sseureo dameo modeun teuropi geuraemikkajido
Myeongye bu daga aniya I already, know it
My work makes me breathe, so I want more
Inhale, inhale, exhale, exhale, uh
Sara sum swineun geo gata

Bring it all
I'm doing it all

Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more
Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more

Yeah, I'm thirsty
Pillyohae biteu wi surfin'
Nan mul mannan mulgogi
Soak up the music, yeah
Eenie, meenie, miney, moe, oh (Right?)
Chumchuneun agi flow (Right?)
Keep my passion, I gotta go
I'm still (Not enough)

[Korean:]

Yeah, I'm thirsty
ÌïÑÏöîÌï¥ ÎπÑÌä∏ ÏúÑ surfin'
ÎÇú Î¨º ÎßåÎÇú Î¨ºÍ≥†Í∏∞
Soak up the music
Eenie, meenie, miney, moe (Meenie, miney, moe)
Ï∂§Ï∂îÎäî ÏïÑÍ∏∞ flow
Keep my passion, I gotta go
I'm still (Not enough)
11ÎÖÑÏß∏ ÎèÖÌïô Ï§ë
ÎÇ¥ ÌòïÍ¥ë Î∞ëÏ§ÑÏùÄ Î∞∞ÏõÄÏùò ÎØ∏ÌïôÎøê
ÎÅùÏù¥ ÏóÜÎäî ÌïôÏäµ
Î∂ÄÎî™ÌûàÍ≥† ÎÑòÏñ¥ÏßÄÎ©∞ ÎÇòÏò§Îäî ÏûëÌíà
Ïù¥ ÏúÑÏπòÏóêÏÑúÎèÑ make it move
Make it mine, make it right
Îòê ÎàÑÍµ∞Í∞ÄÏùò favorite song, ha
Í∑∏Í≤å ÎÇòÏùò ÏÇ∂Ïùò Î∞ò, ÏÇ∂Ïùò Ïù¥Ïú†, ÏÇ∂Ïùò ÎÇô
ÏõêÎèôÎ†•ÏúºÎ°ú carry on (Skrrt!)

Bring it all
I'm doing it all

Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more
Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more

Í∑ÄÏóê kick snare, Îì§Î¶º hit that
Î™∏Ïù¥ Ïâ¥ ÏÉà ÏóÜÏù¥ ÏßÅÌñâ, make my mixtape
ÌîºÎìúÎ∞± ÏôÄÎèÑ get back
Î≠êÎì† Îã¨Í≤å Î®πÎäî KitKat ÎÇ¥Í≤ê sweet Ìï¥ (Appreciate)
ÏÉÅÌò∏ Í¥ÄÍ≥Ñ, Ï∞∏ Ïú†ÏùµÌï¥
Í∏∞Î¶Ñ Ï£ºÏûÖÌï¥ Ï£ºÎ©¥ drive Ìï¥ Îòê ÎÇú beatÏóê
Îã§Îì§ Ï£ºÏùòÌï¥, ÎÇò Î∂ÄÏ£ºÏùòÌï¥
ÏòàÏà†Ïù¥ Î∞∞Ïù∏ Î©ãÏßÑ Í∑∏Î¶ºÏóê Ï∑®Ìï¥, Í≥ÑÏÜç Dali Îì§Ïù¥ÎåÄ
ÏõêÌï¥ stadium with my fans ÏïÑÏßÅÍπåÏßÄÎèÑ
Ïì∏Ïñ¥ Îã¥Ïñ¥ Î™®Îì† Ìä∏Î°úÌîº Í∑∏ÎûòÎØ∏ÍπåÏßÄÎèÑ
Î™ÖÏòà Î∂Ä Îã§Í∞Ä ÏïÑÎãàÏïº I already, know it
My work makes me breathe, so I want more
Inhale, inhale, exhale, exhale, uh
ÏÇ¥ÏïÑ Ïà® Ïâ¨Îäî Í±∞ Í∞ôÏïÑ

Bring it all
I'm doing it all

Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more
Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more

Yeah, I'm thirsty
ÌïÑÏöîÌï¥ ÎπÑÌä∏ ÏúÑ surfin'
ÎÇú Î¨º ÎßåÎÇú Î¨ºÍ≥†Í∏∞
Soak up the music, yeah
Eenie, meenie, miney, moe, oh (Right?)
Ï∂§Ï∂îÎäî ÏïÑÍ∏∞ flow (Right?)
Keep my passion, I gotta go
I'm still (Not enough)

[English translation:]

Yeah, I'm thirsty
I need to go surfin' on the beat
I'm in my element
Soak up the music
Eenie, meenie, miney, moe (Meenie, miney, moe)
Dancin' baby flow
Keep my passion, I gotta go
I'm still (not enough)
Self-learning for eleven years
My highlighting's my art of learning
Endless studying
I crash and fall to make my art
Still make it move from where I stand
Make it mine, make it right
Somebody's favorite song again
That's half my life, the reason for living, the joy of life
Motivated to carry on (Skrrt!)

Bring it all
I'm doing it all

Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more
Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more

Kick snare in my ears, hear that hit that
Keep going nonstop, make my mixtape
Get feedback but still get back
Take everything like KitKat, tastes so sweet (Appreciate)
Mutual relationships, so good for me
Pump some gas and I drive to the beat
Watch out everyone, I'm reckless
Drunk in the artistic painting, keep hypin' up Dali
I want it, stadium with my fans, still
Bag all the trophies and Grammys too
Fame, money's not everything, I already know it
My work makes me breathe, so I want more
Inhale, inhale, exhale, exhale
I feel alive

Bring it all
I'm doing it all

Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more
Hah, shout out
I say ""more""
Hah, yeah, right
'Cause I want some more

Yeah I'm thirsty
I need to go surfin' on the beat
I'm in my element
Soak up the music
Eenie, meenie, miney, moe, oh (Right?)
Dancin' baby flow
Keep my passion, I gotta go
I'm still (not enough)","Thirsty, passionate, motivated",0,0,0,0
0.819,0.719,1,-4.187,1,0.198,0.176,0.0,0.0558,0.703,99.892,audio_features,3WFTUAPrXvqg3SXC0bsukz,spotify:track:3WFTUAPrXvqg3SXC0bsukz,https://api.spotify.com/v1/tracks/3WFTUAPrXvqg3SXC0bsukz,https://api.spotify.com/v1/audio-analysis/3WFTUAPrXvqg3SXC0bsukz,170067,4,K pop,EENIE MEENIE (Feat. Hongjoong of ATEEZ),CHUNG HA,"Got tips for you
moreugenni what to choose?
amugeona gollado dwae
kkeullin daero make your move

I realized
We sucked up all the trouble
jeongdap ttawin eopseunikka
mamdaero chilhae bubble (bubble bubble)

Oh I, I know what I like
gandanhaji there’s no doubt
I just pick ‘em out like

Mmmmm
Eenie meenie
Meenie minie
Like eenie meenie minie moe
Eenie meenie
Meenie minie
Like eenie meenie minie moe

You’re in the past
geureol shigan eopseo nan
Ladies we keep it movin’
huhwe eopshi georeoga

Cuz I’m feeling at my best
I ain’t taking no less
Than every kinda flavour of a new sensation
I’m taking dives
Oh I wanna lose my mind
To the rhythm of a new vibration

Oh I, I know what I like (I know what I like)
gandanhaji there’s no doubt (oh)
I just pick ‘em out like

Mmmmm
Eenie meenie
Meenie minie
Like eenie meenie minie moe
Eenie meenie
Meenie minie
Like eenie meenie minie moe

Like eenie meenie minie moe

Like eenie meenie minie moe
huk jinaganda taimingdo
eobeobeobeo hal shigane jjigeo machimpyo
munjereul noko jakku dap, daphagetji tto
urin waesohaedo hal ttaen
han geon haji Mic ro

jilleobeoryeodo dwae
huhweneun No thanks
naneun nainde
Oh R=VD
From birth yeah
No one else like me
jigeum i gibune neukkimi jeokkiji
Take it or Die

Oh I, I know what I like
Every step I take, no doubt
I just pick ’em out like

Mmmmm
Watch me pick ‘em out like like eenie meenie
irijeori golla daeji like meenie minie
Better know what you like I’ll make it easy
Like eenie meenie minie moe
(Meenie minie moe)
Watch me pick ‘em out like like eenie meenie
irijeori golla daeji like meenie minie
Better know what you like I’ll make it easy
Like eenie meenie minie moe

Like eenie meenie minie moe","confident, empowered, determined",0,0,0,0
0.575,0.679,2,-3.845,1,0.0278,0.0664,0.0,0.0956,0.601,107.878,audio_features,100Tm6z29RfHTdUQ6NIs0s,spotify:track:100Tm6z29RfHTdUQ6NIs0s,https://api.spotify.com/v1/tracks/100Tm6z29RfHTdUQ6NIs0s,https://api.spotify.com/v1/audio-analysis/100Tm6z29RfHTdUQ6NIs0s,187520,3,Latin,Me Voy,Julieta Venegas,"Porque no supiste entender a mi coraz√≥n 
lo que hab√≠a en √©l
porque no tuviste el valor de ver quien soy

Porque no escuchas lo que est√° tan cerca de ti
s√≥lo el ruido de afuera
y yo que estoy a un lado desaparezco para ti

No voy a llorar y decir
que no merezco esto
porque es probable que 
lo merezco pero no lo quiero por eso

Me voy,
que l√°stima pero adi√≥s
me despido de ti y me voy
que l√°stima pero adi√≥s
me despido de ti

Porque s√© que me espera algo mejor
Alguien que sepa darme amor
de ese que endulza la sal
y hace que salga el sol

Yo que pens√©
nunca me ir√≠a de ti que es amor
del bueno de toda la vida pero
hoy entend√≠ que no hay suficiente para los dos

No voy a llorar y decir
que no merezco esto
porque es probable que 
lo merezco pero no lo quiero por eso

Me voy,
que l√°stima pero adi√≥s
me despido de ti y me voy
que l√°stima pero adi√≥s
me despido de ti",sad /n lonely /n resigned,0,0,0,0
0.61,0.677,4,-9.813,0,0.0325,0.0614,0.0,0.232,0.444,103.946,audio_features,4p7XH4NhQ25iGYrrbg93gt,spotify:track:4p7XH4NhQ25iGYrrbg93gt,https://api.spotify.com/v1/tracks/4p7XH4NhQ25iGYrrbg93gt,https://api.spotify.com/v1/audio-analysis/4p7XH4NhQ25iGYrrbg93gt,289600,4,Latin,Suave,Luis Miguel,"Como explicar,
la magia que tiene su
manera de enamorar
tan bella

Me estimula su calor
su forma de caminar
sensual hacia mi

D√©jate llevar
por la musica que incita
nuestros cuerpos no quieren parar

Deja de luchar
que hay raz√≥n para que me ames
nuestro destino es asi...

Suave...como me mata tu mirada
suave...es el perfume de tu piel
suave...son tus caricias
como siempre te so√±√©
como siempre te so√±√©

Suave...como la brisa de verano
suave...como transportas al placer
suave...amor sin prisa
como siempre te so√±√©
como siempre te so√±√©

Como controlar
la c√°lida seducci√≥n
que tienes cuando me das
tus besos
aunque lo quiera evitar
mil cosas me haran pensar
que voy hacia ti

D√©jate llevar
por la musica que incita
nuestros cuerpos no quieren parar
deja de luchar
que hay raz√≥n para que me ames
nuestro destino es as√≠...

Suave...como me mata tu mirada
suave...es el perfume de tu piel
suave...son tus caricias
como siempre te so√±√©
como siempre te so√±√©

Suave...como la brisa de verano
suave...como transportas al placer
suave...amor sin prisa
como siempre te so√±√©
como siempre te so√±√©

Inexplicable fantasia
esclavo al fin soy de tu piel

Suave...como me mata tu mirada
suave...es el perfume de tu piel
suave...son tus caricias
como siempre te so√±√©
como siempre te so√±√©

Suave...como la brisa de verano
suave...como transportas al placer
suave...amor sin prisa
como siempre te so√±√©
como siempre te so√±√©

Suave como brisa, suave cuando me amas
como me mata tu mirada
suave como brisa, suave cuando me amas
es el perfume de tu piel
suave como brisa, suave cuando me amas
como siempre te so√±√©
suave como brisa, suave cuando me amas
como me mata tu mirada
suave como brisa, suave cuando me amas
es el perfume de tu piel
suave como brisa, suave cuando me amas
como siempre te so√±√©","romantic, sensual, passionate",0,0,0,0
0.452,0.523,5,-6.453,1,0.0625,0.563,0.0,0.233,0.363,173.85,audio_features,4OyzSXRSadNQt5EMwASdap,spotify:track:4OyzSXRSadNQt5EMwASdap,https://api.spotify.com/v1/tracks/4OyzSXRSadNQt5EMwASdap,https://api.spotify.com/v1/audio-analysis/4OyzSXRSadNQt5EMwASdap,193827,3,Latin,Todo Cambi√≥,Camila,"Todo cambi√≥ cuando te vi
De blanco y negro a color me convert√≠
Y fue tan f√°cil quererte tanto
Algo que no imaginaba
Fue entregarte mi amor con una mirada
Oh no no no no...

Todo tembl√≥ dentro de m√≠
El universo escribi√≥ que fueras para m√≠
Y fue tan f√°cil quererte tanto
Algo que no imaginaba
Fue perderme en tu amor
Simplemente pas√≥
Y todo tuyo ya soy

Antes que pase m√°s tiempo contigo, amor
Tengo que decir que eres el amor de mi vida
Antes que te ame m√°s, escucha por favor
D√©jame decir que todo te di
Y no hay c√≥mo explicar pero menos dudar
Simplemente as√≠ lo sent√≠, cuando te vi

Me sorprendi√≥ todo de ti
De blanco y negro al color me convert√≠
S√© que no es f√°cil decir te amo
Yo tampoco lo esperaba
Pero hacer el amor
Simplemente pas√≥ y todo tuyo ya soy

Antes que pase m√°s tiempo contigo, amor
Tengo que decir que eres el amor de mi vida
Antes que te ame m√°s, escucha por favor
D√©jame decir que todo te di
Y no hay c√≥mo explicar pero menos dudar
Simplemente as√≠ lo sent√≠, cuando te vi","love, surprise, devotion",0,0,0,0
0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,audio_features,3lGMtkONrZdJ8kTCg6KIFf,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,https://api.spotify.com/v1/tracks/3lGMtkONrZdJ8kTCg6KIFf,https://api.spotify.com/v1/audio-analysis/3lGMtkONrZdJ8kTCg6KIFf,221800,3,Latin,Hasta la Ra√≠z,Natalia Lafourcade,"Sigo cruzando ríos
Andando selvas, amando el sol
Cada día sigo sacando espinas
De lo profundo del corazón
En la noche sigo encendiendo sueños
Para limpiar
Con el humo sagrado, cada recuerdo
Cuando escriba tu nombre en la arena blanca, con fondo azul
Cuando mire el cielo en la forma cruel
De una nube gris, aparezcas tú
Una tarde suba una alta loma
Mire el pasado, sabrás que no te he olvidado
Yo te llevo dentro
Hasta la raíz
Y, por más que crezca
Vas a estar aquí
Aunque yo me oculte tras la montaña
Y encuentre un campo lleno de caña
No habrá manera, mi rayo de luna, que tú te vayas
Oh-uh-oh-oh, oh-oh
Oh-uh-oh-oh, oh-oh
Oh-uh-oh-oh, oh-oh
Oh-uh-oh-oh, oh-oh
Pienso que cada instante sobrevivido al caminar
Y cada segundo de incertidumbre
Cada momento de no saber
Son la clave exacta de este tejido
Que ando cargando bajo la piel
Así te protejo
Aquí sigues dentro
Yo te llevo dentro
Hasta la raíz
Y, por más que crezca
Vas a estar aquí
O que yo me oculte tras la montaña
Y encuentre un campo lleno de caña
No habrá manera, mi rayo de luna, que tú te vayas
Que tú te vayas
Yo te llevo dentro
Hasta la raíz
Y, por más que crezca
Vas a estar aquí
O que yo me oculte tras la montaña
Y encuentre un campo lleno de caña
No habrá manera, mi rayo de luna, que tú te vayas
Que tú te vayas
Oh-uh-oh, uh-uh-oh, oh-oh
Oh-uh-oh-oh, oh-oh
Oh-uh-oh, uh-uh-oh, oh-oh
Oh-uh-oh-oh, oh-oh
Oh-uh-oh, uh-uh-oh, oh-oh
Oh-uh, oh-oh
Oh-uh, oh-oh, oh-oh
Oh-uh, oh-oh
Oh-uh-oh, uh-uh-oh, oh-oh
Oh-uh, oh-oh
Oh-uh-oh-oh
Oh-uh, oh-oh
Yo te llevo dentro
Hasta la raíz
Y, por más que crezca
Vas a estar aquí
O que yo me oculte tras la montaña
Encuentre un campo lleno de caña
No habrá manera, mi rayo de luna, que tú te vayas","longing, love, nostalgia",0,0,0,0
0.734,0.685,0,-5.37,1,0.0453,0.117,0.0,0.109,0.754,92.042,audio_features,4khWEpnaijN0G1x019Uzdr,spotify:track:4khWEpnaijN0G1x019Uzdr,https://api.spotify.com/v1/tracks/4khWEpnaijN0G1x019Uzdr,https://api.spotify.com/v1/audio-analysis/4khWEpnaijN0G1x019Uzdr,216753,4,Latin,No Se Va,Morat,"Tan f√°cil que enamorarme
Y tan dif√≠cil olvidarte
Porque la vida me juraste
Y hoy te busco y t√∫ no est√°s

Y aunque me duele ver tu foto
Yo entreno a mi coraz√≥n roto
Por si ma√±ana el te vuelve a encontrar

Ya no s√© disimular
Llamo y no te puedo hablar
Tu recuerdo no se va
No se va, no se va

Algo en ti quiere volver
Y algo en mi te va a encontrar
Tu recuerdo no se va
No se va, no se va

Qu√©date otra vez
Qu√©date toda la noche
Qu√©date otra vez
Qu√©date m√°s de las doce

Qu√©date otra vez
Que mi coraz√≥n no olvida
Un amor as√≠ no se olvida
Y no se va, no se va, no se va

Qu√©date otra vez
Qu√©date toda la vida
Qu√©date otra vez
T√∫ eres mi bala perdida

Qu√©date otra vez
Que mi coraz√≥n no olvida
Un amor as√≠ no se olvida
Y no se va, no se va, no se va

Qu√©date una y otra vez, otra vez, otra vez
Qu√©date una y otra vez, otra vez

Perder mis ojos cuando bailes
Sentir mil besos en el aire
Fue suficiente para convencerme
De que si te vas

Te buscar√© aunque suene loco
De Bogot√° hasta Buenos Aires
Como te explico que no s√© olvidar

Ya no s√© disimular
Llamo y no te puedo hablar
Tu recuerdo no se va
No se va, no se va

Algo en ti quiere volver
Y algo en mi te va a encontrar
Tu recuerdo no se va
No se va, no se va

Qu√©date otra vez
Qu√©date toda la noche
Qu√©date otra vez
Qu√©date m√°s de las doce

Qu√©date otra vez
Que mi coraz√≥n no olvida
Un amor as√≠ no se olvida
Y no se va, no se va, no se va

Qu√©date otra vez
Qu√©date toda la vida
Qu√©date otra vez
T√∫ eres mi bala perdida

Qu√©date otra vez
Que mi coraz√≥n no olvida
Un amor as√≠ no se olvida
Y no se va, no se va, no se va

Qu√©date una y otra vez, otra vez, otra vez
Qu√©date una y otra vez, otra vez
Qu√©date una y otra vez, otra vez, otra vez
Qu√©date una y otra vez, otra vez","Love, longing, persistence",0,0,0,0
0.696,0.758,4,-6.076,1,0.0264,0.17,3.33e-05,0.189,0.859,129.943,audio_features,3b1IQflSLrgzYQPGFzI9cl,spotify:track:3b1IQflSLrgzYQPGFzI9cl,https://api.spotify.com/v1/tracks/3b1IQflSLrgzYQPGFzI9cl,https://api.spotify.com/v1/audio-analysis/3b1IQflSLrgzYQPGFzI9cl,250693,4,Latin,Es Por Ti,Juanes,"Cada vez que me levanto
Y veo que a mi lado estás
Me siento renovado
Y me siento aniquilado
Aniquilado si no estás
Tu controlas toda mi verdad
Y todo lo que está de más

Tus ojos me llevan lentamente al sol
Y tu boca me habla del amor y el corazón
Tu piel tiene el color de un rojo atardecer

Y es por ti
Que late mi corazón
Y es por ti
Que brillan mis ojos hoy
Y es por ti
Que he vuelto a hablar de amor
Y es por ti
Que calma mi dolor

Y cada vez que yo te busco
Y no te puedo aún hallar
Me siento un vagabundo
Perdido por el mundo
Desordenado si no estás
Como mueves tú mi felicidad
Y todo lo que está de más

Tus ojos me llevan lentamente al sol
Y tu boca me habla del amor y el corazón
Tu piel tiene el color de un rojo atardecer

Y es por ti
Que late mi corazón
Y es por ti
Que he vuelto a hablar de amor
Y es por ti
Que brillan mis ojos hoy
Y es por ti
Que calma mi dolor

Cada vez que me levanto
Y veo que a mi lado estás
Me siento renovado

Tus ojos me llevan lentamente al sol
Y tu boca me habla del amor y el corazón
Tu piel tiene el color de un rojo atardecer

Y es por ti
Que late mi corazón
Y es por ti
Que he vuelto a hablar de amor
Y es por ti
Que brillan mis ojos hoy
Y es por ti
Que calma mi dolor

Y es por ti
Y es por ti","love, longing, happiness",0,0,0,0
